,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,System CAR Code (Daily),DPD,age,Vehicle Age
14084,23400.0,23317.37,36,0,4,26000.0,1,18,58,2016,0,PL,48,7
14100,15400.0,15057.76,24,1,4,14000.0,1,18,121,2015,1,PL,40,8
14102,30000.0,28870.45,18,0,9,12000.0,1,4,144,2019,1,NPL,24,4
14104,7000.0,7000.0,12,1,4,14000.0,1,4,144,2015,1,NPL,57,8
14105,10000.0,8392.73,12,0,4,10000.0,1,4,144,2013,0,PL,62,10
14120,100000.0,100000.0,60,1,4,15000.0,0,4,68,2006,1,NPL,41,17
14146,29200.0,29200.0,36,1,4,20000.0,1,4,144,2016,1,NPL,36,7
14169,246000.0,246000.0,60,1,1,20000.0,2,16,65,2008,0,PL,33,15
14226,140000.0,140000.0,60,0,0,15000.0,2,5,36,2004,1,NPL,38,19
14244,88000.0,88000.0,48,0,0,30000.0,2,16,125,2000,0,PL,54,23
14261,33000.0,33000.0,24,0,8,8000.0,1,4,144,2020,1,NPL,23,3
14263,32000.0,31946.37,30,0,8,16000.0,1,3,44,2020,0,PL,24,3
14275,200000.0,200000.0,60,1,4,30000.0,2,5,36,2008,1,PL,60,15
14324,200000.0,200000.0,60,0,0,25000.0,0,11,5,2016,1,PL,43,7
14341,170000.0,170000.0,60,0,4,11000.0,2,5,36,2006,0,PL,25,17
14343,190000.0,190000.0,60,1,0,20000.0,0,16,149,2005,1,PL,50,18
14345,17000.0,17000.0,24,0,0,30000.0,1,18,51,2012,1,NPL,33,11
14346,12000.0,10952.86,24,1,8,7000.0,1,4,143,2007,0,NPL,52,16
14359,481000.0,0.0,60,1,8,20000.0,2,5,36,2016,0,NPL,45,7
14360,170000.0,170000.0,60,0,4,17000.0,2,5,36,2005,0,PL,43,18
14365,27000.0,26975.19,36,1,4,25000.0,1,4,144,2014,0,PL,42,9
14368,130000.0,130000.0,60,0,4,20000.0,2,16,64,2003,1,PL,30,20
14386,55000.0,55000.0,48,0,9,16000.0,0,16,119,2002,1,NPL,43,21
14437,30000.0,29183.49,36,0,4,15000.0,1,4,111,2020,1,NPL,33,3
14445,31700.0,31700.0,36,0,0,15000.0,1,4,144,2017,1,NPL,39,6
14558,12000.0,11532.08,18,0,9,20000.0,1,18,50,2008,1,PL,30,15
14588,30000.0,30000.0,36,1,8,11000.0,1,4,41,2014,1,NPL,27,9
14617,25000.0,0.0,24,0,8,15000.0,1,18,58,2017,0,PL,35,6
14649,18000.0,17952.73,24,0,4,20000.0,1,18,51,2011,0,PL,29,12
14722,134400.0,134400.0,48,0,8,20000.0,0,11,5,2012,0,PL,45,11
14731,22000.0,20796.59,24,0,9,12000.0,1,4,144,2014,1,PL,44,9
14767,21000.0,19947.38,18,0,8,10000.0,1,18,83,2014,0,PL,62,9
14771,27000.0,26410.38,24,0,0,20000.0,1,4,132,2018,0,PL,29,5
14791,27000.0,26384.86,36,0,9,15000.0,1,4,144,2012,0,PL,33,11
14841,255000.0,255000.0,48,1,8,20000.0,2,16,65,2010,1,PL,42,13
14914,46000.0,46000.0,36,1,8,30000.0,1,4,97,2017,1,NPL,23,6
14917,25000.0,24961.98,30,1,5,12000.0,1,4,144,2012,0,PL,30,11
14938,150000.0,149655.46,60,0,7,17800.0,0,16,142,2008,0,PL,40,15
14963,164000.0,164000.0,60,0,0,15000.0,0,16,142,2013,0,PL,48,10
14985,18000.0,17562.19,24,0,4,13000.0,1,18,51,2012,1,PL,30,11
14996,30000.0,29925.87,36,1,4,15000.0,1,18,87,2018,0,PL,50,5
15009,149000.0,149000.0,60,1,4,20000.0,2,10,139,2011,1,PL,36,12
15019,87000.0,87000.0,60,1,8,12000.0,0,16,142,2004,1,PL,42,19
15023,175000.0,174147.73,61,1,4,25000.0,0,10,71,2010,0,PL,37,13
15090,20000.0,18978.59,24,1,9,12000.0,1,4,144,2013,0,PL,46,10
15110,229000.0,229000.0,60,1,4,13500.0,0,16,142,2013,0,PL,51,10
15128,28500.0,28498.68,36,0,8,20000.0,1,4,144,2012,0,PL,34,11
15172,22900.0,22172.47,30,1,8,9000.0,1,4,144,2013,0,PL,28,10
15181,9000.0,8789.71,36,1,4,12000.0,1,4,111,2010,0,PL,29,13
15230,18800.0,18747.32,36,0,9,20000.0,1,18,51,2012,0,PL,57,11
15243,249000.0,249000.0,60,1,9,16000.0,2,16,65,2013,1,PL,36,10
15250,28300.0,28300.0,18,0,0,30000.01,1,18,49,2020,1,NPL,33,3
15260,28000.0,28000.0,36,1,9,30000.0,1,4,146,2010,1,NPL,53,13
15268,100000.0,100000.0,36,1,4,15000.0,0,4,2,2002,0,PL,39,21
15301,27000.0,27000.0,36,0,8,12000.0,1,4,144,2012,1,NPL,55,11
15314,20000.0,18499.35,18,0,4,17500.0,1,4,23,2016,0,PL,28,7
15331,29000.0,26825.35,18,1,0,20000.0,1,4,144,2016,0,PL,34,7
15360,26000.0,25973.23,36,0,4,13000.0,1,4,144,2014,0,PL,30,9
15376,26000.0,25513.16,30,0,4,12000.0,1,4,144,2012,0,PL,27,11
15418,29000.0,28950.93,24,1,4,20000.0,1,4,157,2020,0,PL,51,3
15423,11000.0,11000.0,24,0,8,15000.0,1,4,22,2008,1,NPL,55,15
15430,13600.0,10748.77,12,0,8,9000.0,1,4,144,2011,0,PL,55,12
15433,17000.0,15456.7,24,0,0,25000.0,1,4,111,2012,0,PL,58,11
15455,100000.0,100000.0,48,1,8,15000.0,0,16,7,2006,1,PL,39,17
15457,30000.0,29718.69,36,0,9,11000.0,1,4,144,2017,1,NPL,39,6
15476,30000.0,30000.0,24,0,9,30000.0,1,4,144,2019,1,NPL,29,4
15488,140000.0,140000.0,48,0,0,20000.0,0,10,6,2014,0,PL,48,9
15491,188000.0,188000.0,60,0,4,17000.0,0,4,19,2010,0,PL,48,13
15499,29000.0,29000.0,36,0,8,11000.0,1,4,147,2019,0,PL,32,4
15506,110000.0,110000.0,60,0,0,30000.0,0,4,20,2003,1,PL,43,20
15524,95000.0,95000.0,36,1,8,14000.0,0,16,142,2006,1,NPL,48,17
15535,61000.0,61000.0,60,0,8,15000.0,0,1,35,2012,0,PL,46,11
15540,190000.0,190000.0,48,0,0,30000.0,0,16,12,2006,0,PL,34,17
15544,25000.0,24216.94,24,1,8,10000.0,1,4,144,2013,0,PL,28,10
15567,250000.0,0.0,60,1,4,20000.0,2,5,36,2012,0,PL,45,11
15568,23400.0,23400.0,18,1,7,25000.0,1,4,144,2012,1,NPL,60,11
15573,143000.0,143000.0,60,1,4,14000.0,0,16,142,2007,1,NPL,41,16
15585,30000.0,29943.13,36,1,1,15000.0,1,4,144,2017,0,PL,35,6
15595,23000.0,22920.69,36,0,4,21000.0,1,3,38,2018,0,PL,32,5
15628,12500.0,12385.71,36,1,0,20000.0,1,18,121,2012,0,PL,62,11
15688,125000.0,125000.0,60,1,0,20000.0,0,2,47,2012,1,PL,33,11
15721,167600.0,167600.0,60,0,4,17300.0,0,16,142,2010,1,NPL,45,13
15722,13000.0,12174.66,24,0,0,10000.0,1,4,22,2009,0,PL,57,14
15752,12000.0,10255.67,12,1,4,17500.0,1,4,41,2014,0,PL,36,9
15780,30000.0,29979.08,24,0,0,15000.0,1,4,42,2016,0,PL,47,7
15800,21000.0,20946.11,36,1,8,15000.0,1,4,86,2017,0,PL,23,6
15802,90000.0,90000.0,60,0,8,13000.0,0,16,142,2004,1,PL,36,19
15822,170000.0,170000.0,48,1,9,20000.0,2,16,65,2005,0,PL,50,18
15861,26500.0,26500.0,24,0,4,12000.0,1,4,144,2013,1,NPL,28,10
15863,207000.0,207000.0,60,0,8,15000.0,0,4,19,2012,1,PL,67,11
15884,100000.0,100000.0,60,1,8,16000.0,0,4,33,2003,1,PL,30,20
15886,12000.0,11325.13,12,1,8,25000.0,1,18,50,2008,0,NPL,30,15
15894,30000.0,29966.23,36,0,4,20000.0,0,16,30,2013,1,NPL,47,10
15911,10500.0,10199.85,36,0,4,20000.0,0,4,19,2003,0,NPL,45,20
15937,33000.0,31825.29,24,0,4,12000.0,1,4,144,2019,1,NPL,24,4
15939,30000.0,29957.47,30,0,4,13000.0,1,4,157,2020,1,PL,30,3
15947,320000.0,0.0,60,0,4,11296.0,2,5,36,2015,0,PL,39,8
15961,8300.0,7546.02,12,0,5,10000.0,1,18,123,2010,0,PL,32,13
15967,180000.0,180000.0,60,1,8,25000.0,2,5,36,2005,1,PL,47,18
15982,130500.0,130500.0,60,0,0,30000.0,0,11,135,2008,1,PL,44,15
15988,160000.0,160000.0,60,1,0,25000.0,2,16,65,2005,1,PL,31,18
16014,180000.0,180000.0,60,1,4,20000.0,3,16,61,2003,1,PL,47,20
16021,197000.0,197000.0,60,1,5,20000.0,0,4,19,2011,1,PL,37,12
16024,14000.0,12876.9,18,1,9,10000.0,1,18,52,2013,0,PL,35,10
16032,17000.0,16486.04,18,0,8,10000.0,1,18,51,2010,0,PL,43,13
16055,24000.0,23612.96,24,1,4,10000.0,1,4,157,2018,0,PL,27,5
16057,28500.0,28305.38,18,0,5,13000.0,1,4,144,2012,0,PL,36,11
16071,23000.0,0.0,24,0,0,15000.0,1,4,146,2010,0,PL,40,13
16077,30000.0,29753.22,36,1,8,10000.0,1,4,144,2017,0,PL,41,6
16125,27000.0,25661.56,24,0,9,20000.0,1,4,144,2012,0,PL,57,11
16145,164000.0,164000.0,48,1,4,16100.0,0,4,2,2005,1,NPL,42,18
16159,27500.0,27500.0,36,0,4,14000.0,1,18,53,2018,0,PL,48,5
16180,22000.0,21970.99,36,0,9,15000.0,1,4,146,2010,0,PL,39,13
16189,9000.0,8297.2,18,0,8,10000.0,1,18,94,2008,0,PL,56,15
16199,168000.0,168000.0,60,1,0,20000.0,2,16,65,2012,1,PL,30,11
16200,15000.0,14726.75,24,1,9,15000.0,1,4,144,2010,0,PL,47,13
16210,25000.0,24251.24,18,0,0,15000.0,1,3,72,2019,0,PL,26,4
16211,26800.0,25492.86,24,0,8,10000.0,1,4,23,2018,0,PL,45,5
16237,140000.0,140000.0,60,0,0,20000.0,0,9,79,2015,1,PL,33,8
16239,23000.0,21857.87,24,1,8,25000.0,1,4,157,2017,0,PL,64,6
16249,30000.0,28436.94,24,0,4,15000.0,1,4,144,2017,0,PL,32,6
16273,24000.0,22748.8,24,0,8,15000.0,1,4,144,2015,0,PL,27,8
16287,31500.0,29571.14,36,1,0,20000.0,1,4,144,2018,0,PL,43,5
16297,32000.0,31330.46,36,0,0,30000.0,1,4,144,2018,0,PL,34,5
16300,12500.0,12250.84,24,0,4,12000.0,1,4,22,2008,0,NPL,36,15
16316,18000.0,17114.25,24,0,8,10000.0,1,18,59,2016,0,PL,54,7
16328,21000.0,19330.92,24,0,9,25000.0,1,18,58,2015,0,NPL,24,8
16341,11000.0,10827.38,24,0,8,12000.0,1,18,50,2009,0,PL,25,14
16352,17000.0,15934.82,36,1,9,8000.0,1,4,111,2012,0,PL,60,11
16365,15000.0,14200.31,18,0,4,15000.0,1,4,144,2021,0,PL,46,2
16389,24000.0,22622.31,12,0,4,14000.0,1,4,144,2013,0,PL,28,10
16403,25000.0,0.0,12,0,0,16000.0,1,18,58,2017,0,PL,45,6
16424,26500.0,26320.53,24,0,1,22300.0,1,4,144,2013,0,PL,42,10
16439,30000.0,29270.32,24,0,8,6500.0,1,4,144,2016,1,PL,24,7
16440,16500.0,16456.73,36,1,8,20000.0,1,4,143,2008,0,PL,49,15
16460,29000.0,27356.69,36,0,5,10000.0,1,4,144,2016,0,PL,41,7
16476,14500.0,14500.0,12,1,8,20000.0,1,4,157,2013,1,NPL,47,10
16482,31000.0,31000.0,30,0,9,20000.0,1,4,144,2018,1,NPL,44,5
16538,15000.0,14500.7,18,1,4,17000.0,1,4,143,2008,0,PL,27,15
16567,30000.0,29252.76,24,0,0,15000.0,1,4,144,2017,1,PL,24,6
16584,12500.0,12486.35,12,1,4,30000.0,1,4,22,2010,0,PL,46,13
16599,10000.0,8336.01,12,0,0,12000.0,1,18,52,2014,0,PL,38,9
16605,100000.0,100000.0,60,0,7,16430.0,0,2,54,2011,1,PL,51,12
16607,105000.0,0.0,60,0,9,10000.0,0,4,20,2003,0,PL,42,20
16643,28000.0,27017.25,30,0,8,9000.0,1,4,144,2012,0,PL,65,11
16696,30000.0,29475.51,24,1,4,19000.0,1,4,131,2020,0,PL,36,3
16717,18000.0,17569.1,36,0,4,10000.0,1,18,51,2012,0,PL,41,11
16766,249000.0,249000.0,60,1,4,20000.0,2,10,139,2015,0,PL,28,8
16778,15000.0,14565.43,36,0,0,20000.0,1,4,111,2010,0,PL,38,13
16782,27000.0,26353.4,36,0,4,15000.0,1,4,111,2019,0,PL,24,4
16795,173000.0,170499.71,60,1,8,15000.0,2,5,36,2005,0,PL,59,18
16806,27000.0,25857.13,36,1,8,15000.0,1,4,131,2018,1,NPL,27,5
16811,25000.0,24777.43,30,0,8,12000.0,1,4,144,2013,0,PL,49,10
16849,18000.0,17647.82,18,1,8,9000.0,0,16,119,1997,0,PL,62,26
16858,19700.0,19700.0,36,0,9,12000.0,1,4,144,2017,1,NPL,43,6
16877,11000.0,11000.0,18,0,0,10000.0,1,18,50,2009,0,PL,51,14
16879,24000.0,23444.13,36,0,9,25000.0,1,4,86,2018,0,PL,40,5
16887,90000.0,90000.0,60,0,7,30000.0,2,11,57,2011,1,PL,50,12
16889,39000.0,39000.0,30,0,8,23000.0,1,4,97,2015,1,PL,32,8
16895,18800.0,0.0,24,0,8,12000.0,1,4,111,2015,0,NPL,32,8
16927,30000.0,29597.84,36,0,8,15000.0,1,4,144,2016,1,PL,50,7
16931,12000.0,10864.39,18,0,8,11000.0,1,18,50,2009,0,PL,31,14
16935,178000.0,174188.89,48,1,4,23000.0,0,4,9,2013,1,PL,40,10
16939,20000.0,20000.0,12,1,9,12000.0,1,4,86,2016,1,NPL,29,7
16948,90000.0,90000.0,60,1,0,28600.0,0,16,142,2003,1,PL,36,20
16954,31500.0,31500.0,36,0,4,15000.0,1,4,144,2018,1,NPL,21,5
16970,125000.0,125000.0,60,1,9,30000.0,2,5,36,2002,0,PL,63,21
16990,33000.0,32599.61,36,1,0,13000.0,1,18,87,2018,1,PL,52,5
16996,37500.0,36873.32,36,0,4,30000.0,1,18,58,2019,1,NPL,32,4
17000,33000.0,32884.47,36,1,0,13000.0,1,18,87,2018,0,NPL,52,5
17008,33000.0,32884.47,36,1,0,13000.0,1,18,87,2018,0,NPL,52,5
17014,33000.0,33000.0,36,1,0,13000.0,1,18,87,2018,1,NPL,52,5
17018,140000.0,140000.0,48,1,8,13000.0,2,10,139,2008,0,PL,33,15
17023,33000.0,33000.0,36,1,0,13000.0,1,18,87,2018,1,NPL,52,5
17048,30000.0,28750.03,30,1,8,12000.0,1,4,144,2018,0,PL,31,5
17070,20000.0,19500.47,36,0,8,15000.0,1,4,147,2021,0,PL,64,2
17089,17000.0,16787.67,36,0,9,10000.0,1,4,144,2016,1,PL,40,7
17096,26000.0,25467.49,24,0,8,18000.0,1,4,144,2013,0,PL,37,10
17114,27000.0,26974.66,36,0,4,12000.0,1,18,49,2020,0,PL,29,3
17136,23000.0,22650.29,24,1,9,9000.0,2,16,62,1994,0,PL,47,29
17150,4800.0,4147.44,12,1,8,8600.0,1,4,143,2005,0,PL,44,18
17151,26300.0,25642.75,36,0,4,15000.0,1,4,144,2013,0,PL,33,10
17152,135000.0,135000.0,60,0,0,30000.0,0,11,5,2012,1,PL,41,11
17202,30000.0,29839.54,36,0,0,9000.0,1,4,144,2018,0,PL,46,5
17219,25200.0,24557.67,36,0,4,26000.0,1,18,58,2017,0,PL,30,6
17222,170000.0,170000.0,60,1,8,20000.0,2,5,36,2006,0,PL,28,17
17232,24000.0,23947.4,18,0,8,15000.0,1,18,49,2019,0,PL,53,4
17260,148000.0,148000.0,60,1,0,25000.0,2,5,36,2003,1,PL,51,20
17268,28500.0,28376.54,24,0,8,12000.0,1,4,111,2020,0,NPL,26,3
17288,138000.0,138000.0,60,1,4,22000.0,0,11,5,2013,1,PL,57,10
17293,15000.0,15000.0,24,0,0,15000.0,1,4,111,2009,1,NPL,28,14
17295,21000.0,20471.58,36,1,4,16000.0,1,4,86,2015,0,PL,39,8
17304,24000.0,22476.87,36,1,8,8000.0,1,4,144,2015,0,PL,30,8
17314,30000.0,28989.28,36,0,4,15000.0,1,4,144,2018,0,PL,24,5
17331,27000.0,26211.7,36,0,4,12000.0,1,4,144,2012,0,PL,35,11
17335,27000.0,27000.0,36,0,0,25000.0,1,18,77,2016,0,PL,43,7
17342,26000.0,25201.62,36,0,8,8000.0,1,4,144,2013,0,PL,38,10
17363,29000.0,28905.7,24,1,4,12000.0,1,4,147,2019,0,PL,27,4
17429,12000.0,11296.15,24,0,1,15000.0,1,18,50,2008,0,PL,46,15
17446,28500.0,28500.0,30,0,8,15000.0,1,4,132,2019,1,PL,26,4
17452,27900.0,25537.69,18,1,4,24000.0,1,4,144,2015,0,PL,27,8
17457,200000.0,195618.56,36,0,8,18000.0,0,16,30,2014,1,PL,52,9
17466,13000.0,12220.75,24,0,1,15000.0,1,18,50,2008,0,PL,46,15
17473,26000.0,25556.49,24,0,0,15000.0,1,4,144,2013,0,PL,47,10
17475,30000.0,28913.93,36,0,0,18000.0,1,4,144,2017,0,PL,28,6
17482,9800.0,9001.97,18,1,4,15000.0,1,18,82,2011,0,PL,34,12
17487,30000.0,29856.81,36,1,4,10350.0,1,4,144,2022,0,PL,21,1
17536,190000.0,189840.9,60,0,4,25000.0,2,16,65,2006,0,NPL,32,17
17539,50000.0,50000.0,36,0,0,30000.0,1,4,99,2022,0,PL,31,1
17548,5000.0,4247.09,12,1,8,10000.0,1,4,143,2006,0,PL,58,17
17553,16000.0,16000.0,24,1,8,12000.0,2,10,139,2006,1,NPL,36,17
17558,11000.0,9496.72,12,0,0,15000.0,1,3,37,2016,0,PL,44,7
17696,18000.0,0.0,18,0,8,10000.0,1,18,51,2011,0,PL,39,12
17698,250000.0,250000.0,48,1,8,25000.0,2,5,36,2012,1,NPL,29,11
17757,134000.0,134000.0,60,0,9,22000.0,0,10,84,2013,0,PL,51,10
17758,150000.0,149564.43,60,0,4,20000.0,2,5,36,2005,0,PL,29,18
17781,98400.0,98400.0,48,1,0,10000.0,2,16,64,1999,1,PL,67,24
17814,23000.0,22735.39,36,0,0,20000.0,1,4,157,2017,0,PL,24,6
17857,119000.0,119000.0,60,1,0,15000.0,0,16,152,2006,1,PL,39,17
17885,215000.0,214585.39,60,0,8,20000.0,0,16,142,2014,1,PL,33,9
17921,29000.0,28900.43,24,1,9,15000.0,1,4,147,2019,0,PL,27,4
17935,15000.0,13864.8,24,0,0,30000.0,1,4,144,2018,0,PL,32,5
17937,123000.0,123000.0,60,0,0,25000.0,0,4,20,2003,1,PL,38,20
17943,15000.0,12630.21,12,0,8,30000.0,1,4,143,2007,1,PL,38,16
17953,18000.0,14011.77,12,1,8,20000.0,1,18,51,2011,0,PL,49,12
17956,15000.0,12929.59,12,0,8,12000.0,1,4,144,2011,0,PL,47,12
17960,200000.0,200000.0,60,0,0,25000.0,0,16,152,2013,0,PL,25,10
17970,100000.0,100000.0,60,1,8,17000.0,0,4,68,2006,0,PL,47,17
18017,6300.0,6300.0,12,0,9,30000.0,1,13,107,2020,1,PL,37,3
18040,17500.0,16565.55,24,0,9,14000.0,1,18,51,2010,0,PL,57,13
18090,14500.0,14308.65,18,0,8,15000.0,1,4,66,2008,0,PL,38,15
18095,13000.0,12660.75,36,0,0,20000.0,1,4,22,2009,0,PL,38,14
18097,22000.0,21812.37,36,1,8,10000.0,1,18,83,2015,0,PL,52,8
18114,15000.0,13716.78,18,1,4,14000.0,1,4,147,2017,0,PL,29,6
18127,15800.0,13623.01,12,0,4,20000.0,1,4,111,2010,0,PL,45,13
18149,20000.0,18322.45,18,0,8,9000.0,1,4,109,2012,0,PL,62,11
18155,22000.0,21812.37,36,0,0,30000.0,1,4,23,2016,0,PL,28,7
18163,17000.0,16988.54,36,1,4,15000.0,1,18,51,2010,0,PL,45,13
18189,197000.0,193676.72,60,1,0,20000.0,2,16,65,2009,0,PL,28,14
18191,23400.0,22682.6,24,1,8,13000.0,1,4,144,2012,0,PL,56,11
18200,18000.0,18000.0,36,0,8,10000.0,1,18,51,2011,0,PL,61,12
18225,4500.0,4500.0,12,1,0,15000.0,1,4,143,2004,1,NPL,39,19
18242,10000.0,9459.37,24,1,8,10000.0,1,4,144,2012,0,PL,55,11
18268,26000.0,26000.0,36,0,0,18500.0,1,4,144,2012,1,NPL,58,11
18275,13000.0,12550.0,18,1,0,10000.0,1,6,89,2012,0,NPL,39,11
18332,33000.0,32973.94,36,0,9,10000.0,1,4,144,2019,0,PL,60,4
18353,14000.0,11892.15,12,0,4,10000.0,1,4,111,2011,0,PL,45,12
18403,26800.0,26233.42,36,1,4,13852.0,1,4,144,2013,1,PL,35,10
18441,26000.0,25306.32,36,0,8,15000.0,1,4,144,2016,0,PL,26,7
18468,26400.0,26232.21,36,0,8,15000.0,1,4,144,2014,0,PL,27,9
18497,23400.0,22762.92,36,1,8,20000.0,1,4,144,2014,1,PL,30,9
18499,13000.0,12416.99,36,0,0,18000.0,1,4,22,2010,1,PL,24,13
18512,25000.0,23655.46,24,0,1,25000.0,1,4,111,2017,0,PL,54,6
18595,27000.0,23260.3,12,0,4,13000.0,1,4,23,2019,0,PL,27,4
18605,30000.0,28864.46,24,0,0,30000.0,0,16,142,2003,0,PL,40,20
18609,15000.0,12922.93,12,1,4,20000.0,1,18,51,2011,0,PL,38,12
18614,210000.0,209376.56,60,1,0,20000.0,2,5,36,2007,0,PL,42,16
18662,20000.0,19911.4,12,0,9,20000.0,1,4,144,2015,0,PL,34,8
18666,31000.0,31000.0,24,0,4,12000.0,1,4,144,2017,1,NPL,26,6
18671,27800.0,27593.92,36,0,9,15000.0,1,4,144,2015,0,PL,57,8
18675,25000.0,24481.41,24,0,0,12000.0,1,4,144,2018,0,PL,37,5
18694,24000.0,0.0,12,0,9,15000.0,1,4,14,2014,0,PL,38,9
18732,25000.0,23595.44,24,1,9,20000.0,1,4,144,2017,0,PL,70,6
18763,27000.0,26243.96,36,1,8,9000.0,1,4,144,2014,0,PL,52,9
18764,12700.0,12344.13,36,0,4,20000.0,1,18,121,2012,0,PL,45,11
18765,28500.0,28500.0,24,1,8,20000.0,1,4,42,2014,1,NPL,37,9
18789,26000.0,25260.92,36,0,0,20000.0,1,4,147,2018,0,PL,45,5
18790,15000.0,14682.85,24,0,0,25000.0,1,4,111,2013,0,PL,27,10
18834,31000.0,28401.45,18,1,4,20000.0,1,4,23,2019,0,PL,34,4
18837,27000.0,26165.17,36,0,8,9000.0,1,4,144,2012,0,PL,44,11
18839,15000.0,12897.06,12,0,8,10000.0,1,4,111,2010,0,PL,49,13
18871,10000.0,9700.75,24,0,4,15000.0,1,4,21,2007,1,PL,38,16
18896,10000.0,10000.0,12,1,8,10000.0,1,4,144,2018,1,NPL,32,5
18942,16500.0,16435.81,36,0,0,20000.0,1,4,111,2011,0,PL,56,12
18953,27000.0,25876.25,30,1,9,12000.0,1,4,144,2012,0,PL,69,11
18973,13000.0,12832.47,36,0,8,9000.0,1,4,111,2014,1,PL,33,9
18987,25000.0,25000.0,36,1,8,15000.0,1,4,144,2015,1,NPL,24,8
18995,23000.0,23000.0,24,0,0,30000.0,1,4,14,2013,1,NPL,35,10
19000,178000.0,178000.0,60,1,0,25000.0,2,16,65,2005,1,PL,28,18
19050,149000.0,0.0,60,0,0,12000.0,0,16,152,2008,0,PL,48,15
19091,4800.0,4125.7,12,0,8,10000.0,1,4,143,2005,0,PL,35,18
19121,27000.0,26907.84,24,1,0,30000.0,1,4,144,2012,0,PL,34,11
19195,36400.0,36290.16,36,1,8,20000.0,1,4,97,2016,1,PL,33,7
19221,13000.0,12630.31,36,1,8,15000.0,1,4,144,2008,0,PL,42,15
19262,195000.0,194051.76,60,1,0,20000.0,2,16,65,2008,0,PL,52,15
19280,184000.0,183013.05,60,1,9,20000.0,2,16,65,2005,0,PL,43,18
19294,27700.0,26903.27,36,1,4,11000.0,1,4,144,2015,0,PL,26,8
19318,15800.0,15458.48,24,1,10,10000.0,1,4,111,2010,0,PL,64,13
19320,150000.0,150000.0,60,0,8,17000.0,2,10,139,2007,0,PL,41,16
19328,160000.0,160000.0,60,0,0,15000.0,0,8,0,2011,1,PL,35,12
19350,15000.0,12904.76,12,0,9,13000.0,1,4,144,2019,0,PL,51,4
19384,10000.0,8585.46,12,1,8,10000.0,1,4,144,2009,0,PL,63,14
19419,13500.0,13500.0,36,0,4,15000.0,1,4,144,2010,0,PL,33,13
19420,16500.0,13933.82,12,1,4,16000.0,1,4,147,2012,0,PL,39,11
19446,149000.0,149000.0,36,1,4,20000.0,0,4,2,2005,1,NPL,37,18
19494,150000.0,146993.64,60,0,4,17000.0,0,16,152,2009,0,PL,30,14
19517,33000.0,32029.88,36,1,9,15000.0,1,4,144,2020,1,PL,47,3
19541,27000.0,25136.89,36,0,9,12000.0,1,4,144,2017,0,PL,47,6
19569,35000.0,34999.82,36,1,8,21900.0,1,4,13,2017,1,PL,38,6
19585,26300.0,26120.68,36,0,9,12000.0,1,4,144,2013,0,PL,52,10
19600,18700.0,18700.0,18,1,0,19000.0,1,18,51,2012,1,NPL,43,11
19634,15000.0,14995.94,12,1,8,15000.0,1,4,144,2018,0,PL,38,5
19637,250000.0,250000.0,60,1,0,30000.0,0,4,20,2012,0,PL,31,11
19699,27000.0,26211.84,36,1,8,13000.0,1,18,101,2017,0,PL,32,6
19711,174500.0,174500.0,60,1,8,17000.0,2,5,36,2005,1,PL,50,18
19712,23000.0,22974.78,24,0,4,12000.0,1,18,53,2015,0,PL,28,8
19739,21000.0,18044.35,12,0,9,15000.0,1,4,85,2016,0,PL,43,7
19773,15800.0,15323.86,36,0,0,9000.0,1,4,144,2011,0,PL,52,12
19801,18500.0,18500.0,24,1,8,13000.0,1,18,51,2012,1,PL,43,11
19815,23000.0,22283.83,36,0,8,8400.0,1,4,144,2013,0,PL,33,10
19830,7600.0,6528.54,12,0,0,15000.0,1,4,146,2006,0,PL,39,17
19910,20000.0,20000.0,36,0,0,10000.0,1,4,144,2020,0,PL,53,3
19926,15000.0,14403.79,18,0,0,12000.0,1,4,143,2007,0,PL,38,16
19960,28500.0,28236.26,36,0,7,25000.0,1,4,144,2012,0,NPL,42,11
19963,29400.0,0.0,24,0,0,15000.0,1,4,97,2012,0,PL,33,11
19990,17000.0,16614.7,24,1,0,15000.0,1,18,48,2012,0,PL,48,11
20004,17300.0,16304.26,24,0,0,30000.0,1,4,111,2012,0,PL,52,11
20026,18700.0,18654.05,24,1,8,20000.0,1,18,51,2012,0,PL,31,11
20027,25000.0,23876.26,30,1,8,13000.09,1,4,144,2013,0,PL,22,10
20029,179500.0,179500.0,60,0,9,25000.0,2,16,65,2010,0,NPL,56,13
20030,29300.0,28286.58,36,0,4,17000.0,1,4,144,2016,0,PL,48,7
20058,20000.0,20000.0,18,1,0,15000.0,1,4,144,2013,1,NPL,26,10
20070,13000.0,12913.32,18,0,8,20200.0,1,4,22,2009,1,PL,46,14
20127,36500.0,36500.0,36,0,0,20000.0,1,4,97,2014,1,NPL,33,9
20139,15000.0,15000.0,24,0,4,12000.0,1,18,52,2014,1,PL,37,9
20176,20200.0,0.0,18,1,8,30000.0,2,5,46,1994,0,PL,39,29
20189,27000.0,25717.31,12,0,0,10000.0,1,4,131,2018,0,PL,54,5
20240,27000.0,26101.46,36,0,0,30000.0,1,4,144,2012,0,PL,46,11
20253,29000.0,28527.19,30,0,4,20000.0,1,4,144,2016,0,PL,37,7
